"id","Expense_id","Expense_particular","Party","Total_amount","Paid_amount","Due_amount","Payment_date","Created_at","Updated_at"
2381,5,"Vegetables Stock Purchase","farm",700,700,0,"2023-02-15","2023-02-15 09:09:03",NULL
2382,5,"Vegetables Stock Purchase","Market",1150,1150,0,"2023-02-15","2023-02-15 09:16:20",NULL
2383,2,"eveready red aa","Mamken Shop",50,50,0,"2023-02-15","2023-02-15 11:36:56",NULL
2384,5,"Chicken Supply","Sympha Farm",4840,4840,0,"2023-02-15","2023-02-15 12:18:12",NULL
2385,5,"Tomatoes purchase","Huho Farm",6000,6000,0,"2023-02-16","2023-02-16 08:13:39",NULL
2386,5,"tilapia","Victory Farms",6112,6112,0,"2023-02-16","2023-02-16 08:22:48",NULL
2387,5,"Vegetables Stock Purchase","farm",1280,1280,0,"2023-02-16","2023-02-16 08:23:47",NULL
2388,2,"drinking water purchase","Country water",100,100,0,"2023-02-16","2023-02-16 08:25:40",NULL
2389,2,"Thermal Printer Rolls Purchase","supplier",600,600,0,"2023-02-16","2023-02-16 08:27:46",NULL
2390,5,"Vegetables Stock Purchase","Market",980,980,0,"2023-02-17","2023-02-17 09:06:48",NULL
2391,2,"Maize Flour Purchase","Mamken Shop",190,190,0,"2023-02-17","2023-02-17 09:07:21",NULL
2392,2,"Eggs Purchase","Maya Mini Mart",30,30,0,"2023-02-17","2023-02-17 09:09:17",NULL
2393,2,"drinking water purchase","Country water",50,50,0,"2023-02-17","2023-02-17 09:10:31",NULL
2394,2,"omo purshase","Mamken Shop",50,50,0,"2023-02-17","2023-02-17 11:59:31",NULL
2395,2,"Drinking Water Purchase","Country Water",50,50,0,"2023-02-11","2023-02-18 00:11:58",NULL
2396,2,"Drinking Water Purchase","Vita water",50,50,0,"2023-02-12","2023-02-18 00:12:41",NULL
2397,2,"Drinking Water Purchase","Country Water",50,50,0,"2023-02-16","2023-02-18 00:13:40",NULL
2398,2,"Maize flour purchase","Mamken Shop",205,205,0,"2023-02-12","2023-02-18 00:19:31",NULL
2399,2,"Washing powder purchase","Mamken Shop",90,90,0,"2023-02-12","2023-02-18 00:20:19",NULL
2400,5,"Vegetables Stock Purchase","farm",500,500,0,"2023-02-18","2023-02-18 09:54:14",NULL
2401,1,"Fuel for business errands","ecopetro",1902,1902,0,"2023-02-18","2023-02-18 09:55:03",NULL
2402,5,"semolina floor","Spice World Limited",3030,3030,0,"2023-02-18","2023-02-18 09:55:41",NULL
2404,2,"drinking water purchase","Country water",50,50,0,"2023-02-18","2023-02-18 10:03:16",NULL
2405,2,"Cling Film Purchase","mlolongo",900,900,0,"2023-02-18","2023-02-18 10:04:23",NULL
2406,5,"titus fish","east african seafood",2600,2600,0,"2023-02-18","2023-02-18 10:19:43",NULL
2408,5,"Liver & matumbo Purchase","george njoroge",4740,4740,0,"2023-02-18","2023-02-18 12:29:45",NULL
2409,5,"minced meat steak","Burma",4500,4500,0,"2023-02-18","2023-02-18 12:39:32",NULL
2410,5,"Meat stock supply","Burma",21500,21500,0,"2023-02-18","2023-02-18 12:46:48",NULL
2411,2,"drinking water purchase","Country water",50,50,0,"2023-02-19","2023-02-19 07:14:35",NULL
2412,5,"carrot","Market",200,200,0,"2023-02-19","2023-02-19 08:42:11",NULL
2413,5,"cabbage","Market",120,120,0,"2023-02-19","2023-02-19 08:43:09",NULL
2414,5,"garlic purchase","Market",150,150,0,"2023-02-19","2023-02-19 08:44:05",NULL
2415,1,"transport","Motorcycle",850,850,0,"2023-02-19","2023-02-19 08:46:06",NULL
2416,2,"frying oil","mumtaz",2120,2120,0,"2023-02-19","2023-02-19 12:02:24",NULL
2418,5,"Vegetables Stock Purchase","mlolongo",1280,1280,0,"2023-02-20","2023-02-20 08:00:27",NULL
2419,2,"Maize Flour Purchase","Mamken Shop",210,210,0,"2023-02-20","2023-02-20 08:01:07",NULL
2421,2,"drinking water purchase","Country water",50,50,0,"2023-02-20","2023-02-20 08:02:17",NULL
2423,5,"Vegetables Stock Purchase","market marikiti",1900,1900,0,"2023-02-20","2023-02-20 08:05:38",NULL
2424,5,"Goat Meat Supply","isatu",4050,4050,0,"2023-02-19","2023-02-20 08:34:41",NULL
2425,5,"habanero","dianne",1200,1200,0,"2023-02-21","2023-02-21 04:54:54",NULL
2426,5,"tilapia","Victory Farms",3027,3027,0,"2023-02-21","2023-02-21 04:56:20",NULL
2427,5,"Vegetables Stock Purchase","Market",1910,1910,0,"2023-02-21","2023-02-21 05:01:48",NULL
2428,5,"Matumbo Purchase","george njoroge",1800,1800,0,"2023-02-21","2023-02-21 05:02:18",NULL
2429,5,"Fish Stock Purchase","Valary Anyango",4773,4773,0,"2023-02-21","2023-02-21 09:18:56",NULL
2430,5,"Vegetables Stock Purchase","Market",1020,1020,0,"2023-02-22","2023-02-22 07:46:27",NULL
2431,5,"Liver Purchase","george njoroge",4200,4200,0,"2023-02-22","2023-02-22 07:47:17",NULL
2432,5,"Meat stock supply","Burma",29100,29100,0,"2023-02-22","2023-02-22 07:48:30",NULL
2433,5,"Steak Purchase","Burma",12480,12480,0,"2023-02-22","2023-02-22 08:06:48",NULL
2434,5,"Onions Purchase","farm",4050,4050,0,"2023-02-21","2023-02-22 09:35:49",NULL
2435,5,"Tomatoes purchase","Huho Farm",6000,6000,0,"2023-02-22","2023-02-22 09:36:36",NULL
2436,2,"Internet Payment","Kemnet Technologies",2499,2499,0,"2023-02-22","2023-02-22 11:58:31",NULL
2437,2,"packangings","sunshade",1530,1530,0,"2023-02-22","2023-02-22 12:01:43",NULL
2438,2,"omo purshase","Mamken Shop",65,65,0,"2023-02-23","2023-02-23 03:42:05",NULL
2439,2,"omo purshase","Mamken Shop",50,50,0,"2023-02-22","2023-02-23 03:43:29",NULL
2440,2,"Maize Flour Purchase","Mamken Shop",210,210,0,"2023-02-22","2023-02-23 03:44:38",NULL
2441,2,"Excercise Book Purchase","Mamken Shop",65,65,0,"2023-02-22","2023-02-23 03:45:14",NULL
2442,2,"drinking water purchase","Country water",50,50,0,"2023-02-22","2023-02-23 03:45:46",NULL
2443,2,"drinking water purchase","Country water",50,50,0,"2023-02-23","2023-02-23 03:46:35",NULL
2444,2,"drinking water purchase","Country water",50,50,0,"2023-02-21","2023-02-23 03:49:37",NULL
2445,2,"net","double vision packanging",1100,1100,0,"2023-02-23","2023-02-23 03:52:35",NULL
2446,5,"Goat Meat Supply","isatu",3600,3600,0,"2023-02-23","2023-02-23 03:55:00",NULL
2447,5,"Vegetables Stock Purchase","marikiti",2020,2020,0,"2023-02-23","2023-02-23 03:55:56",NULL
2448,5,"Vegetables Stock Purchase","mlolongo",700,700,0,"2023-02-23","2023-02-23 04:17:19",NULL
2449,5,"Vegetables Stock Purchase","farm",350,350,0,"2023-02-23","2023-02-23 04:18:19",NULL
2450,2,"Maize Flour Purchase","Mamken Shop",210,210,0,"2023-02-23","2023-02-23 04:27:14",NULL
2451,2,"Knives Sharpening","sharpener",120,120,0,"2023-02-22","2023-02-23 12:12:29",NULL
2452,5,"tilapia","Victory Farms",6194,6194,0,"2023-02-24","2023-02-24 08:36:37",NULL
2453,5,"Vegetables Stock Purchase","Market",1950,1950,0,"2023-02-24","2023-02-24 08:37:26",NULL
2454,5,"Chicken Supply","Sympha Farm",4000,4000,0,"2023-02-24","2023-02-24 08:38:43",NULL
2455,1,"bike fuel","Texas Energies",500,500,0,"2023-02-24","2023-02-24 09:55:18",NULL
2456,2,"drinking water purchase","Country water",50,50,0,"2023-02-24","2023-02-24 09:55:59",NULL
2457,2,"Glass cleaner purchase","Mamken Shop",200,200,0,"2023-02-24","2023-02-24 11:57:02",NULL
2459,2,"Airtime Purchase","Mamken Shop",100,100,0,"2023-02-25","2023-02-25 10:44:22",NULL
2460,5,"Vegetables Stock Purchase","farm",650,650,0,"2023-02-25","2023-02-25 10:54:20",NULL
2461,2,"drinking water purchase","Country water",50,50,0,"2023-02-26","2023-02-26 07:55:47",NULL
2462,2,"Maize Flour Purchase","Mamken Shop",210,210,0,"2023-02-25","2023-02-26 07:56:50",NULL
2463,2,"drinking water purchase","Country water",50,50,0,"2023-02-25","2023-02-26 07:57:29",NULL
2464,5,"ginger","Market",100,100,0,"2023-02-26","2023-02-26 08:01:43",NULL
2465,5,"cabbage","Market",70,70,0,"2023-02-26","2023-02-26 08:03:07",NULL
2466,5,"Okra Purchase","Market",50,50,0,"2023-02-26","2023-02-26 08:12:38",NULL
2467,5,"Sukuma and spinach purchase","Market",455,455,0,"2023-02-26","2023-02-26 08:24:30",NULL
2468,5,"Sukuma and spinach purchase","Market",455,455,0,"2023-02-26","2023-02-26 08:33:46",NULL
2469,2,"Brown bags purchase","Market",180,180,0,"2023-02-26","2023-02-26 12:26:38",NULL
2470,3,"Hosting Expense","Hostgator",2400,2400,0,"2023-02-26","2023-02-26 12:49:52",NULL
2471,5,"Chicken Supply","Sympha Farm",8600,8600,0,"2023-02-27","2023-02-28 04:06:29",NULL
2472,5,"minced meat steak","Burma",6000,6000,0,"2023-02-27","2023-02-28 04:15:54",NULL
2473,5,"Vegetables Stock Purchase","Market",2800,2800,0,"2023-02-27","2023-02-28 04:17:07",NULL
2474,2,"drinking water purchase","Country water",50,50,0,"2023-02-27","2023-02-28 04:53:27",NULL
2475,2,"Maize Flour Purchase","Mamken Shop",205,205,0,"2023-02-27","2023-02-28 04:54:11",NULL
2476,5,"semolina floor","Spice World Limited",3030,3030,0,"2023-02-27","2023-02-28 04:55:35",NULL
2477,5,"Fish Stock Purchase","Victory Farms",7898,7898,0,"2023-02-27","2023-02-28 04:56:54",NULL
2478,1,"Fuel for business errands","Texas Energies",3000,3000,0,"2023-02-27","2023-02-28 04:58:05",NULL
2479,2,"Electricity token purchase","Edermann",1000,1000,0,"2023-02-25","2023-02-28 04:59:07",NULL
2480,4,"mutua ","mpesa",500,500,0,"2023-02-26","2023-02-28 05:00:10",NULL
2481,2,"packangings","mlolongo",890,890,0,"2023-02-27","2023-02-28 05:00:57",NULL
2482,2,"Electricity token purchase","Edermann",1000,1000,0,"2023-02-28","2023-02-28 05:01:41",NULL
2483,5,"Vegetables Stock Purchase","farm",780,780,0,"2023-02-28","2023-02-28 05:05:36",NULL
2484,2,"Glass cleaner purchase","Beracah Supermarket",220,220,0,"2023-02-27","2023-02-28 07:08:33",NULL
2485,2,"scouring pad","Mamken Shop",50,50,0,"2023-02-27","2023-02-28 07:20:07",NULL
2486,5,"Matumbo n liver Purchase","george njoroge",6000,6000,0,"2023-02-27","2023-02-28 07:21:43",NULL
2487,2,"Electricity token purchase","Edermann",1000,1000,0,"2023-02-28","2023-02-28 09:35:21",NULL
2488,5,"Onions Purchase","farm",2700,2700,0,"2023-02-28","2023-02-28 09:36:12",NULL
2489,5,"Meat stock supply","Burma",25080,25080,0,"2023-02-28","2023-02-28 09:39:23",NULL
2490,5,"Steak Purchase","Burma",9600,9600,0,"2023-02-28","2023-02-28 09:40:40",NULL
2491,1,"beef delivery","rider",600,600,0,"2023-02-28","2023-02-28 09:44:31",NULL
2492,2,"Bonesaw blade replacement","Burma",450,450,0,"2023-02-28","2023-02-28 09:53:12",NULL
2493,2,"stretch wrap","Kitengela Kichinjio",2000,2000,0,"2023-02-25","2023-02-28 09:53:59",NULL
2494,5,"Goat Meat Supply","isatu",4050,4050,0,"2023-02-28","2023-02-28 10:09:16",NULL
2495,2,"Bone saw servise","service providers",1500,1500,0,"2023-02-28","2023-02-28 11:41:18",NULL
2496,2,"packangings","sunshade",1745,1745,0,"2023-02-28","2023-02-28 11:56:25",NULL
2497,5,"Vegetables Stock Purchase","Market",710,710,0,"2023-03-01","2023-03-01 10:23:31",NULL
2498,5,"Chicken Supply","Sympha Farm",4300,4300,0,"2023-03-01","2023-03-01 10:25:40",NULL
2499,5,"Tomatoes purchase","Huho Farm",3000,3000,0,"2023-03-01","2023-03-01 11:21:58",NULL
2500,1,"bike fuel","Gas and Go",500,500,0,"2023-03-01","2023-03-01 11:47:04",NULL
2506,5,"Vegetables Stock Purchase","Market",2320,2320,0,"2023-03-02","2023-03-02 02:22:09",NULL
2507,5,"Vegetables Stock Purchase","farm",400,400,0,"2023-03-02","2023-03-02 02:23:40",NULL
2509,2,"Electricity token purchase","Edermann",1000,1000,0,"2023-03-02","2023-03-02 09:44:04",NULL
2510,2,"Maize Flour Purchase","Damao Minimart",220,220,0,"2023-03-02","2023-03-02 09:45:18",NULL
2511,2,"Gas Purchase","Damao Minimart",2800,2800,0,"2023-03-01","2023-03-02 09:48:34",NULL
2512,2,"Knives Sharpening","kim",120,120,0,"2023-03-02","2023-03-02 09:50:10",NULL
2513,5,"Tomatoes purchase","Huho Farm",3000,3000,0,"2023-03-02","2023-03-02 11:05:44",NULL
2514,5,"Vegetables Stock Purchase","Market",1090,1090,0,"2023-03-03","2023-03-03 11:00:25",NULL
2515,5,"Chicken Supply","Sympha Farm",2150,2150,0,"2023-03-03","2023-03-03 11:18:06",NULL
2516,2,"omo purshase","Mamken Shop",50,50,0,"2023-03-04","2023-03-04 05:13:55",NULL
2517,1,"bike fuel","Gas and Go",500,500,0,"2023-03-01","2023-03-04 05:15:32",NULL
2518,2,"packangings","double vision packanging",755,755,0,"2023-03-02","2023-03-04 05:29:31",NULL
2519,2,"drinking water purchase","Country water",50,50,0,"2023-02-28","2023-03-04 05:30:11",NULL
2520,2,"drinking water purchase","Country water",50,50,0,"2023-03-02","2023-03-04 05:30:50",NULL
2521,2,"drinking water purchase","Country water",50,50,0,"2023-03-03","2023-03-04 05:31:35",NULL
2522,2,"tissue purchase","Mamken Shop",30,30,0,"2023-03-01","2023-03-04 05:33:57",NULL
2523,2,"drinking water purchase","Country water",50,50,0,"2023-03-01","2023-03-04 05:57:11",NULL
2524,2,"omo purshase","Mamken Shop",50,50,0,"2023-02-28","2023-03-04 05:57:56",NULL
2525,2,"Maize Flour Purchase","Mamken Shop",210,210,0,"2023-02-28","2023-03-04 05:58:49",NULL
2526,2,"drinking water purchase","Country water",50,50,0,"2023-03-04","2023-03-04 06:03:06",NULL
2527,2,"Maize Flour Purchase","Mamken Shop",50,50,0,"2023-03-04","2023-03-04 06:04:17",NULL
2528,5,"Fish Stock Purchase","Victory Farms",6647,6647,0,"2023-03-02","2023-03-04 06:19:26",NULL
2529,2,"Electricity token purchase","Edermann",3000,3000,0,"2023-03-04","2023-03-04 07:47:26",NULL
2530,5,"Goat Meat Supply","isatu",3600,3600,0,"2023-03-04","2023-03-04 11:08:33",NULL
2531,5,"Liver & matumbo Purchase","george njoroge",4530,4530,0,"2023-03-04","2023-03-04 11:19:13",NULL
2532,5,"minced meat steak","Burma",3000,3000,0,"2023-03-04","2023-03-04 11:20:05",NULL
2533,5,"Meat stock supply","Burma",19380,19380,0,"2023-03-04","2023-03-04 11:20:56",NULL
2534,5,"Vegetables Stock Purchase","Market",1100,1100,0,"2023-03-04","2023-03-04 11:26:48",NULL
2535,5,"Chicken Supply","Sympha Farm",4300,4300,0,"2023-03-04","2023-03-04 12:23:50",NULL
2536,1,"beef delivery","rider",600,600,0,"2023-03-04","2023-03-04 12:24:47",NULL
2537,2,"Bar Soap Purchase","Mamken Shop",220,220,0,"2023-03-02","2023-03-04 13:59:41",NULL
2538,2,"Salt Purchase","Mamken Shop",40,40,0,"2023-03-03","2023-03-04 14:00:26",NULL
2539,5,"tilapia","harvest kitengela",4121,4121,0,"2023-03-05","2023-03-05 08:26:08",NULL
2540,2,"drinking water purchase","Country water",50,50,0,"2023-03-05","2023-03-05 08:26:51",NULL
2541,5,"Vegetables Stock Purchase","Market",2180,2180,0,"2023-03-05","2023-03-05 08:28:13",NULL
2542,5,"Fish Stock Purchase","Victory Farms",3098,3098,0,"2023-03-06","2023-03-06 08:54:06",NULL
2543,2,"Airtime Purchase","mpesa",500,500,0,"2023-03-05","2023-03-06 08:55:01",NULL
2544,2,"filing returns","accountant",2000,2000,0,"2023-03-06","2023-03-06 08:57:51",NULL
2545,2,"Knives Sharpening","kim",120,120,0,"2023-03-06","2023-03-06 09:03:31",NULL
2546,5,"Vegetables Stock Purchase","Market",1200,1200,0,"2023-03-06","2023-03-06 09:04:37",NULL
2547,5,"Goat Meat Supply","isatu",2700,2700,0,"2023-03-06","2023-03-06 09:08:50",NULL
2548,5,"Chicken Supply","Sympha Farm",4300,4300,0,"2023-03-06","2023-03-06 11:06:25",NULL
2549,5,"Vegetables Stock Purchase","Market",2490,2490,0,"2023-03-07","2023-03-07 09:32:26",NULL
2550,1,"steak delivery","rider",600,600,0,"2023-03-07","2023-03-07 09:33:21",NULL
2551,5,"Liver & matumbo Purchase","george njoroge",4560,4560,0,"2023-03-07","2023-03-07 09:34:30",NULL
2552,1,"bike wash","car wash",100,100,0,"2023-03-07","2023-03-07 11:08:49",NULL
2553,2,"drinking water purchase","Country water",50,50,0,"2023-03-07","2023-03-07 11:11:00",NULL
2554,1,"bike fuel","Texas Energies",500,500,0,"2023-03-07","2023-03-07 11:11:57",NULL
2555,2,"Detergents Purchase","Mamken Shop",50,50,0,"2023-03-07","2023-03-07 11:13:28",NULL
2556,2,"drinking water purchase","Country water",50,50,0,"2023-03-06","2023-03-07 11:14:03",NULL
2560,2,"Cooking Oil Purchase","Mamken Shop",250,250,0,"2023-03-07","2023-03-07 11:20:44",NULL
2561,2,"tissue purchase","Mamken Shop",30,30,0,"2023-03-07","2023-03-07 11:22:38",NULL
2562,2,"Serviettes Purchase","Mamken Shop",100,100,0,"2023-03-07","2023-03-07 11:24:35",NULL
2564,2,"web hosting","Hostgator",2400,2400,0,"2023-03-01","2023-03-07 11:32:52",NULL
2565,5,"Vegetables Stock Purchase","Market",620,620,0,"2023-03-09","2023-03-08 08:18:21",NULL
2566,5,"Tomatoes purchase","Huho Farm",6000,6000,0,"2023-03-08","2023-03-08 08:19:14",NULL
2567,2,"delivery busket","naivas supermarket",580,580,0,"2023-03-08","2023-03-08 09:34:08",NULL
2568,5,"Vegetables Stock Purchase","marikiti",3655,3655,0,"2023-03-08","2023-03-09 03:59:52",NULL
2569,2,"Excercise Book Purchase","Mamken Shop",45,45,0,"2023-03-09","2023-03-09 04:01:03",NULL
2570,2,"drinking water purchase","Country water",50,50,0,"2023-03-08","2023-03-09 04:01:36",NULL
2571,2,"Maize Flour Purchase","Mamken Shop",220,220,0,"2023-03-08","2023-03-09 04:02:20",NULL
2572,2,"drinking water purchase","Country water",50,50,0,"2023-03-09","2023-03-09 04:03:00",NULL
2573,2,"Knives Sharpening","kim",60,60,0,"2023-03-09","2023-03-09 04:04:45",NULL
2574,5,"Fish Stock Purchase","Victory Farms",7515,7515,0,"2023-03-09","2023-03-09 04:32:46",NULL
2575,5,"Vegetables Stock Purchase","Market",990,990,0,"2023-03-09","2023-03-09 04:42:26",NULL
2576,1,"Meat purchase delivery","rider",600,600,0,"2023-03-09","2023-03-09 09:37:26",NULL
2577,5,"minced meat steak","Burma",6000,6000,0,"2023-03-09","2023-03-09 09:38:47",NULL
2578,5,"Meat stock supply","Burma",34960,34960,0,"2023-03-09","2023-03-09 10:01:27",NULL
2579,2,"frying oil","mumtaz",2150,2150,0,"2023-03-09","2023-03-10 03:52:57",NULL
2580,5,"Chicken Supply","Sympha Farm",8600,8600,0,"2023-03-10","2023-03-10 04:24:35",NULL
2581,5,"Vegetables Stock Purchase","Market",1000,1000,0,"2023-03-10","2023-03-10 05:28:19",NULL
2582,2,"drinking water purchase","Country water",50,50,0,"2023-03-10","2023-03-10 05:29:25",NULL
2583,2,"Maize Flour Purchase","Mamken Shop",220,220,0,"2023-03-10","2023-03-10 12:10:49",NULL
2584,2,"Drinking Water Purchase","Country Water",50,50,0,"2023-03-04","2023-03-10 23:35:09",NULL
2585,2,"Drinking Water Purchase","Country Water",50,50,0,"2023-03-05","2023-03-10 23:35:39",NULL
2586,2,"Maize Flour Purchase","Mamken Shop",210,210,0,"2023-03-11","2023-03-11 01:56:03",NULL
2587,5,"Fish Stock Purchase","Victory Farms",2497,2497,0,"2023-03-11","2023-03-11 10:45:36",NULL
2588,5,"Vegetables Stock Purchase","Market",1540,1540,0,"2023-03-11","2023-03-11 10:50:20",NULL
2589,2,"drinking water purchase","Country water",50,50,0,"2023-03-11","2023-03-11 10:52:20",NULL
2590,2,"packangings","sunshade",1600,1600,0,"2023-03-09","2023-03-11 10:55:53",NULL
2591,5,"Liver & matumbo Purchase","george njoroge",4110,4110,0,"2023-03-11","2023-03-11 11:05:27",NULL
2592,5,"Chicken Supply","Sympha Farm",4400,4400,0,"2023-03-11","2023-03-11 11:06:52",NULL
2593,2,"omo purshase","Mamken Shop",50,50,0,"2023-03-11","2023-03-11 12:35:31",NULL
2594,2,"drinking water purchase","Country water",50,50,0,"2023-03-12","2023-03-12 05:19:53",NULL
2595,2,"Airtime Purchase","Safaricom",500,500,0,"2023-03-12","2023-03-12 05:20:51",NULL
2596,1,"bike fuel","Texas Energies",500,500,0,"2023-03-12","2023-03-12 05:50:27",NULL
2597,2,"Maize Flour Purchase","Mamken Shop",220,220,0,"2023-03-12","2023-03-12 06:45:26",NULL
2598,3,"Electricity token purchase","Kenya Power",2000,2000,0,"2023-03-12","2023-03-12 06:46:08",NULL
2599,5,"Chicken Supply","Sympha Farm",3960,3960,0,"2023-03-13","2023-03-13 08:35:30",NULL
2601,5,"Vegetables Stock Purchase","Market",3110,3110,0,"2023-03-13","2023-03-13 08:57:29",NULL
2602,1,"Fuel for business errands","Texas Energies",2000,2000,0,"2023-03-13","2023-03-13 11:07:20",NULL
2603,5,"tilapia","Victory Farms",2894,2894,0,"2023-03-15","2023-03-13 11:09:00",NULL
2605,2,"Bonesaw blade replacement","Burma",450,450,0,"2023-03-13","2023-03-13 11:21:43",NULL
2606,5,"Steak Purchase","Burma",16560,16560,0,"2023-03-13","2023-03-13 11:23:32",NULL
2607,1,"steak delivery","rider",600,600,0,"2023-03-13","2023-03-13 11:29:08",NULL
2608,5,"semolina floor","Spice World Limited",3030,3030,0,"2023-03-13","2023-03-13 13:05:30",NULL
2609,2,"Glass cleaner purchase","mumtaz",250,250,0,"2023-03-13","2023-03-13 13:06:30",NULL
2610,2,"drinking water purchase","Country water",50,50,0,"2023-03-14","2023-03-14 05:05:38",NULL
2611,2,"drinking water purchase","Country water",50,50,0,"2023-03-13","2023-03-14 05:06:17",NULL
2612,2,"packangings","sunshade",1360,1360,0,"2023-03-13","2023-03-14 05:07:12",NULL
2613,2,"stretch wrap","cosmic enterprises",1900,1900,0,"2023-03-13","2023-03-14 05:08:17",NULL
2614,2,"Maize Flour Purchase","Mamken Shop",210,210,0,"2023-03-13","2023-03-14 05:09:00",NULL
2615,5,"Vegetables Stock Purchase","Market",990,990,0,"2023-03-14","2023-03-14 05:10:44",NULL
2616,5,"Chicken Supply","Sympha Farm",4400,4400,0,"2023-03-14","2023-03-14 09:30:36",NULL
2617,2,"toiletry","Mamken Shop",30,30,0,"2023-03-14","2023-03-14 09:31:14",NULL
2618,5,"Onions and tomato purchase","Huho Farm",5100,5100,0,"2023-03-15","2023-03-15 09:29:22",NULL
2619,5,"minced meat steak","Burma",4500,4500,0,"2023-03-15","2023-03-15 09:30:02",NULL
2620,5,"Meat stock supply","Burma",25080,25080,0,"2023-03-15","2023-03-15 09:30:54",NULL
2621,1,"Meat purchase delivery","rider",600,600,0,"2023-03-15","2023-03-15 09:31:49",NULL
2622,5,"Vegetables Stock Purchase","farm",1130,1130,0,"2023-03-15","2023-03-15 09:32:58",NULL
2623,5,"Fish Stock Purchase","Victory Farms",3932,3932,0,"2023-03-15","2023-03-15 09:34:03",NULL
2624,5,"Vegetables Stock Purchase","marikiti",2220,2220,0,"2023-03-15","2023-03-15 09:46:46",NULL
2625,5,"titus fish","east african seafood",2600,2600,0,"2023-03-15","2023-03-17 09:36:24",NULL
2626,2,"Knives Sharpening","kim",120,120,0,"2023-03-16","2023-03-17 12:10:47",NULL
2627,5,"Vegetables Stock Purchase","Market",2045,2045,0,"2023-03-16","2023-03-17 12:38:49",NULL
2628,5,"Chicken Supply","Sympha Farm",4400,4400,0,"2023-03-17","2023-03-18 03:19:59",NULL
2629,5,"semolina floor","Spice World Limited",3030,3030,0,"2023-03-17","2023-03-18 03:21:53",NULL
2630,5,"tilapia","Victory Farms",5433,5433,0,"2023-03-17","2023-03-18 03:24:19",NULL
2631,5,"Vegetables Stock Purchase","Market",3200,3200,0,"2023-03-17","2023-03-18 03:56:54",NULL
2632,2,"drinking water purchase","Country water",50,50,0,"2023-03-15","2023-03-18 04:01:30",NULL
2633,2,"drinking water purchase","Country water",50,50,0,"2023-03-16","2023-03-18 04:02:58",NULL
2634,2,"drinking water purchase","17",50,50,0,"2023-03-17","2023-03-18 04:04:45",NULL
2635,2,"Maize Flour Purchase","Mamken Shop",210,210,0,"2023-03-15","2023-03-18 04:06:14",NULL
2636,2,"Maize Flour Purchase","Mamken Shop",220,220,0,"2023-03-17","2023-03-18 04:08:29",NULL
2637,2,"omo purshase","Mamken Shop",100,100,0,"2023-03-17","2023-03-18 04:10:19",NULL
2638,2,"soap","Mamken Shop",200,200,0,"2023-03-17","2023-03-18 04:11:48",NULL
2639,2,"Gas Purchase","Damao Minimart",2800,2800,0,"2023-03-17","2023-03-18 04:12:47",NULL
2640,2,"Serviettes Purchase","Mamken Shop",100,100,0,"2023-03-17","2023-03-18 04:22:33",NULL
2641,5,"Chicken Supply","Sympha fresh",4400,4400,0,"2023-03-18","2023-03-18 12:17:25",NULL
2642,2,"Electricity token purchase","Edermann",1500,1500,0,"2023-03-18","2023-03-18 12:18:08",NULL
2644,5,"Fish Stock Purchase","Victory Farms",5714,5714,0,"2023-03-18","2023-03-18 12:19:19",NULL
2645,5,"Vegetables Stock Purchase","Market",1000,1000,0,"2023-03-18","2023-03-18 12:20:39",NULL
2646,5,"Goat Meat Supply","isatu",3375,3375,0,"2023-03-18","2023-03-18 12:21:28",NULL
2647,1,"beef delivery","rider",600,600,0,"2023-03-18","2023-03-18 12:22:10",NULL
2648,5,"Steak Purchase","Burma",4800,4800,0,"2023-03-18","2023-03-18 12:22:58",NULL
2649,5,"Meat stock supply","Burma",19800,19800,0,"2023-03-18","2023-03-18 12:23:54",NULL
2650,1,"Fuel for business errands","Texas Energies",500,500,0,"2023-03-19","2023-03-19 02:17:16",NULL
2651,5,"Vegetables Stock Purchase","Market",1080,1080,0,"2023-03-19","2023-03-19 11:53:25",NULL
2653,5,"Matumbo Purchase","george njoroge",1800,1800,0,"2023-03-19","2023-03-19 11:54:56",NULL
2654,5,"Chicken Supply","Sympha Farm",4400,4400,0,"2023-03-19","2023-03-19 13:07:24",NULL
2655,5,"Fish Stock Purchase","Victory Farms",6047,6047,0,"2023-03-20","2023-03-20 08:40:23",NULL
2656,2,"Internet Payment","Hostgator",2499,2499,0,"2023-03-19","2023-03-20 08:42:34",NULL
2657,5,"Vegetables Stock Purchase","Market",2150,2150,0,"2023-03-20","2023-03-20 08:43:23",NULL
2658,5,"Chicken Supply","Sympha Farm",4400,4400,0,"2023-03-20","2023-03-20 12:03:38",NULL
2659,5,"goat n steak","isatu",13455,13455,0,"2023-03-20","2023-03-20 12:05:14",NULL
2660,5,"Liver Purchase","george njoroge",2100,2100,0,"2023-03-20","2023-03-20 12:06:16",NULL
2661,5,"Vegetables Stock Purchase","farm",400,400,0,"2023-03-20","2023-03-20 12:08:01",NULL
2662,2,"Knives Sharpening","kim",120,120,0,"2023-03-20","2023-03-20 12:09:09",NULL
2663,5,"Vegetables Stock Purchase","marikiti",1630,1630,0,"2023-03-21","2023-03-21 11:21:14",NULL
2666,5,"Vegetables Stock Purchase","farm",1055,1055,0,"2023-03-21","2023-03-21 11:27:10",NULL
2667,5,"Liver Purchase","george njoroge",4200,4200,0,"2023-03-21","2023-03-21 11:28:10",NULL
